HouseholdSurvey.earninc_hihsp,HouseholdSurvey.hihage,HouseholdSurvey.hihgender,HouseholdSurvey.hihecon,HouseholdSurvey.specon,HouseholdSurvey.age_1,HouseholdSurvey.hhwork,HouseholdSurvey.hedqual8,HouseholdSurvey.nssec2,HouseholdSurvey.seg,HouseholdSurvey.tothinc,HouseholdSurvey.ha7_1,HouseholdSurvey.hb509,HouseholdSurvey.save1,HouseholdSurvey.credit109a,HouseholdSurvey.credit309c,HouseholdSurvey.hcost_amt,HouseholdSurvey.hk2
20000,48,1,2,3,11,3,2,1,1,5,3,4,NA,NA,NA,420,2
55000,47,2,2,2,10,3,4,1,5,8,2,1,NA,NA,NA,700,2
54000,50,1,1,2,10,3,2,1,3,8,2,1,NA,NA,NA,1000,2
50000,45,2,2,2,9,3,2,2,2,8,2,1,5,0,0,1000,2
0,61,2,5,5,13,5,4,9,17,8,5,2,NA,NA,NA,NA,1
52000,41,1,2,3,9,3,4,3,6,8,3,1,3,0,0,640,2
18000,38,2,2,NA,8,1,3,2,2,4,2,4,NA,NA,NA,490,3
30000,71,1,5,2,15,4,2,9,17,8,5,2,3,0,0,NA,1
12000,60,1,5,NA,6,2,6,6,10,3,3,2,NA,NA,NA,NA,2
0,69,1,5,5,14,5,2,9,17,3,5,2,NA,NA,NA,NA,2
0,59,2,5,NA,12,2,4,9,17,3,5,2,NA,NA,NA,NA,2
44000,27,1,2,2,6,3,2,3,6,8,2,1,NA,NA,NA,550,2
0,74,2,5,NA,15,2,2,9,17,2,5,2,5,0,0,NA,2
62000,38,1,2,3,7,3,4,6,10,8,3,4,3,0,0,500,2
33000,27,1,2,3,6,3,1,5,9,7,3,1,NA,NA,NA,330,2
35000,46,1,1,1,10,3,1,4,12,7,1,2,NA,NA,NA,NA,2
50000,46,1,1,3,10,3,1,4,12,8,1,1,NA,NA,NA,750,1
38000,40,2,3,1,7,3,4,2,5,7,1,1,NA,NA,NA,650,1
0,82,1,5,NA,17,2,4,9,17,6,5,2,NA,NA,NA,NA,1
44000,38,2,2,1,8,3,4,1,4,8,2,1,3,0,0,1000,3
62000,41,1,2,3,8,3,4,1,5,8,3,1,NA,NA,NA,1000,3
50000,39,1,2,3,8,3,4,1,4,8,3,1,NA,NA,NA,1000,3
24000,42,1,1,6,8,4,4,2,5,5,6,4,NA,NA,NA,900,4
62000,67,1,2,5,14,4,4,1,5,8,2,2,NA,NA,NA,NA,2
0,63,1,5,5,13,5,4,9,17,8,5,2,NA,NA,NA,NA,1
0,70,1,5,NA,14,2,4,9,17,7,5,2,3,0,0,NA,1
0,86,2,5,NA,18,2,4,9,17,5,5,2,3,0,0,NA,1
25000,27,2,2,NA,6,1,4,3,6,5,2,4,NA,NA,NA,830,3
0,69,2,5,NA,14,2,4,9,17,5,5,2,NA,NA,NA,NA,2
0,75,2,5,NA,15,2,7,9,17,3,5,2,5,1,0,NA,3
0,80,2,5,NA,16,2,4,9,17,3,5,2,NA,NA,NA,NA,2
0,86,1,5,5,15,5,2,9,17,1,5,2,NA,NA,NA,NA,1
37000,42,1,2,4,8,4,4,1,4,7,4,4,NA,NA,NA,1000,3
12000,53,2,2,NA,11,1,4,3,6,3,2,2,NA,NA,NA,NA,2
0,71,2,5,NA,15,2,5,9,17,3,5,2,NA,NA,NA,NA,2
41000,45,1,2,2,9,3,4,1,4,8,2,4,NA,NA,NA,1000,3
42000,53,2,2,NA,11,1,4,2,5,8,2,2,NA,NA,NA,NA,1
0,70,1,5,5,14,5,4,2,5,8,5,2,NA,NA,NA,NA,2
0,58,1,5,5,12,5,4,2,2,NA,5,2,NA,NA,NA,NA,2
41000,27,2,2,2,6,3,4,2,6,8,2,4,3,1,0,800,3
0,63,1,5,5,13,5,1,9,17,5,5,2,NA,NA,NA,NA,1
12000,21,1,8,NA,5,2,2,2,5,3,2,4,NA,NA,NA,820,3
0,22,1,8,NA,5,2,4,9,17,1,8,4,1,0,0,940,3
19000,46,2,3,3,10,3,1,6,10,5,3,1,NA,NA,NA,440,2
0,70,2,5,5,14,5,4,9,17,8,5,2,NA,NA,NA,NA,2
0,86,2,5,NA,18,2,7,9,17,3,5,2,NA,NA,NA,NA,2
48000,43,1,2,2,9,3,4,1,4,8,2,3,3,1,0,500,3
0,20,2,8,NA,4,2,2,9,17,2,8,4,NA,NA,NA,350,3
5000,59,2,2,NA,12,1,1,6,6,1,2,4,1,0,0,410,3
23000,21,1,2,NA,5,1,1,1,5,5,2,4,NA,NA,NA,600,8
35000,30,2,2,2,7,3,6,5,9,7,2,4,NA,NA,NA,800,2
23000,24,1,2,2,5,3,1,6,6,5,2,4,NA,NA,NA,690,3
0,72,2,5,NA,15,2,6,9,17,NA,5,4,NA,NA,NA,370,8
38000,54,1,2,4,11,4,2,2,2,7,4,1,5,0,0,700,2
41000,51,1,2,2,11,3,4,6,6,8,2,1,NA,NA,NA,700,1
14000,64,2,3,5,13,4,4,2,5,7,3,2,NA,NA,NA,NA,2
62000,40,1,2,2,7,3,4,1,5,8,2,4,NA,NA,NA,1000,2
24000,32,2,2,NA,7,1,NA,2,2,5,2,4,5,0,0,950,3
62000,49,1,2,2,11,3,4,1,4,8,2,1,NA,NA,NA,900,1
8000,27,1,3,NA,6,1,2,7,11,5,3,4,1,0,0,270,3
47000,28,1,1,2,6,3,4,2,5,8,2,1,2,0,0,540,3
25000,53,2,2,NA,11,1,1,3,5,5,2,1,NA,NA,NA,240,3
12000,50,1,3,NA,10,1,1,7,11,3,3,4,NA,NA,NA,670,5
60000,37,1,2,3,8,3,3,7,9,8,2,1,NA,NA,NA,550,3
7000,41,2,3,NA,9,1,1,6,6,5,3,4,1,0,0,410,3
15000,47,2,1,NA,10,1,5,4,12,4,1,4,NA,NA,NA,410,3
0,45,1,11,NA,9,2,4,9,17,3,11,4,1,0,0,400,3
7000,26,2,3,NA,6,1,5,7,11,5,3,4,NA,NA,NA,330,3
30000,26,1,2,2,6,3,NA,5,8,7,2,4,NA,NA,NA,400,2
0,81,1,5,NA,17,2,4,2,5,7,5,2,3,0,0,NA,1
25000,30,2,2,NA,6,1,4,1,4,6,2,1,2,0,0,580,2
62000,39,1,2,3,8,3,3,6,10,8,2,1,NA,NA,NA,400,1
18000,46,2,9,NA,10,2,3,3,6,4,9,1,NA,NA,NA,550,3
14000,51,2,2,NA,11,1,1,6,9,4,2,4,3,0,0,500,2
0,67,2,5,NA,14,2,2,9,17,5,5,2,3,0,0,NA,2
0,86,2,5,NA,18,2,5,9,17,5,5,4,NA,NA,NA,390,3
0,67,2,5,NA,14,2,6,9,17,3,5,4,1,0,0,490,3
38000,35,1,2,4,7,4,6,1,5,8,4,4,NA,NA,NA,1000,1
43000,36,1,2,3,8,3,3,2,2,8,2,1,NA,NA,NA,300,4
0,77,2,5,NA,16,2,1,9,17,2,5,4,NA,NA,NA,380,2
16000,58,1,2,NA,12,1,4,2,5,4,2,2,NA,NA,NA,NA,2
0,22,1,8,NA,5,2,4,2,5,NA,8,4,NA,NA,NA,540,2
12000,48,2,3,NA,10,1,4,2,5,6,3,1,NA,NA,NA,240,2
0,71,1,5,5,15,5,5,9,17,2,5,2,NA,NA,NA,NA,1
38000,29,2,2,2,6,3,NA,6,6,7,2,4,NA,NA,NA,450,2
14000,63,1,1,4,13,4,2,4,12,3,4,1,2,0,0,580,3
24000,52,2,2,NA,11,1,1,3,6,5,2,1,NA,NA,NA,400,1
0,79,2,5,5,16,5,4,9,17,4,5,2,NA,NA,NA,NA,1
62000,52,1,2,2,11,3,4,2,5,8,2,1,NA,NA,NA,640,2
0,29,2,11,NA,6,2,1,9,17,6,11,4,NA,NA,NA,590,5
34000,41,1,2,4,9,4,4,1,4,7,2,4,NA,NA,NA,820,2
24000,61,1,2,5,13,4,5,2,5,6,5,1,3,1,0,600,3
62000,58,2,2,1,12,3,3,1,5,8,2,1,NA,NA,NA,990,1
54000,38,1,2,1,8,3,4,1,1,8,2,1,NA,NA,NA,530,3
0,75,1,5,NA,15,2,4,9,17,5,5,2,NA,NA,NA,NA,2
0,77,2,5,NA,16,2,2,9,17,5,5,2,NA,NA,NA,NA,2
8000,67,2,1,NA,14,1,2,4,12,4,1,2,NA,NA,NA,NA,2
18000,42,1,2,3,9,3,4,1,5,4,3,1,NA,NA,NA,500,3
18000,25,2,2,NA,5,1,2,3,6,4,2,1,NA,NA,NA,240,3
36000,48,2,2,3,10,3,4,2,5,7,2,1,NA,NA,NA,950,2
62000,49,1,1,1,10,3,4,1,3,8,1,1,NA,NA,NA,1000,2
60000,61,2,2,1,13,3,NA,2,5,8,1,1,3,1,0,650,2
0,80,1,5,5,17,5,5,9,17,8,5,2,3,1,0,NA,2
62000,31,1,2,4,7,4,4,1,5,8,4,1,NA,NA,NA,800,1
0,59,2,10,NA,12,2,2,3,6,1,10,4,NA,NA,NA,400,3
0,72,2,5,5,15,5,6,9,17,NA,5,4,NA,NA,NA,650,8
0,59,1,10,NA,12,2,1,9,17,3,10,2,NA,NA,NA,NA,3
1000,68,2,5,3,15,4,4,9,17,7,3,2,NA,NA,NA,NA,2
18000,56,2,3,2,12,3,4,1,4,8,3,2,3,0,0,NA,1
11000,31,2,3,NA,7,1,1,5,9,4,3,1,NA,NA,NA,240,5
18000,57,1,2,10,12,4,1,7,9,5,10,2,NA,NA,NA,NA,3
62000,48,1,2,2,10,3,4,2,5,8,2,1,NA,NA,NA,1000,1
0,74,1,5,5,15,5,5,9,17,4,5,4,NA,NA,NA,600,1
28000,24,2,2,3,6,3,1,3,6,6,3,1,NA,NA,NA,300,3
54000,48,2,2,2,10,3,2,2,5,8,2,2,NA,NA,NA,NA,1
0,63,1,5,5,13,5,3,9,17,NA,5,2,NA,NA,NA,NA,3
29000,44,2,2,3,8,3,4,2,5,7,3,4,NA,NA,NA,470,3
0,83,1,5,NA,17,2,2,9,17,2,5,4,NA,NA,NA,420,3
0,82,2,5,5,17,5,1,9,17,3,5,2,NA,NA,NA,NA,2
16000,25,2,2,NA,5,1,4,6,10,4,2,1,3,0,0,310,2
0,82,2,5,NA,17,2,1,9,17,3,5,4,NA,NA,NA,390,3
23000,37,2,2,8,6,4,3,6,10,6,8,1,NA,NA,NA,320,3
45000,64,1,2,NA,16,1,1,7,11,8,5,4,NA,NA,NA,550,3
0,67,1,5,5,14,5,1,9,17,4,5,4,NA,NA,NA,690,3
12000,58,2,3,NA,12,1,7,6,10,3,3,1,NA,NA,NA,240,3
0,22,1,8,NA,5,2,2,7,7,NA,8,1,3,0,0,300,3
15000,63,1,2,NA,13,1,2,7,9,3,2,4,NA,NA,NA,540,2
0,74,1,5,NA,15,2,3,9,17,4,5,4,NA,NA,NA,650,1
14000,25,2,2,NA,5,1,4,6,10,4,2,1,3,0,0,240,3
0,84,1,5,5,17,5,4,9,17,4,5,2,NA,NA,NA,NA,1
31000,61,1,2,3,12,3,1,2,2,7,3,2,1,0,1,NA,2
0,86,2,5,NA,18,2,1,9,17,4,5,2,NA,NA,NA,NA,1
49000,57,1,2,3,10,3,4,1,5,8,3,1,3,0,0,350,2
36000,37,1,2,3,8,3,4,2,5,8,2,1,NA,NA,NA,650,2
0,66,1,5,NA,14,2,1,7,9,3,5,2,NA,NA,NA,NA,2
0,26,1,9,8,6,5,4,2,5,4,9,4,2,1,0,730,4
58000,41,1,2,2,7,3,1,7,9,8,2,1,NA,NA,NA,740,3
20000,38,1,2,NA,8,1,7,5,9,4,2,1,NA,NA,NA,350,3
22000,37,1,2,3,8,3,2,5,9,6,2,1,NA,NA,NA,380,3
33000,36,1,1,2,8,3,2,4,12,7,1,4,NA,NA,NA,480,1
17000,36,2,3,NA,8,1,3,6,10,7,3,4,NA,NA,NA,650,3
0,67,1,1,5,14,4,3,9,17,2,1,2,NA,NA,NA,NA,1
60000,45,2,2,2,9,3,4,2,5,8,2,2,NA,NA,NA,NA,2
0,70,2,5,NA,14,2,5,9,17,3,5,4,1,0,0,430,3
13000,62,2,3,NA,13,1,4,2,5,3,3,1,1,1,0,240,2
49000,36,2,2,2,7,3,3,2,5,8,2,4,1,0,0,750,2
47000,55,2,2,3,12,3,4,3,5,8,3,2,NA,NA,NA,NA,3
25000,61,2,5,2,13,4,3,6,10,6,5,1,NA,NA,NA,420,3
37000,45,1,2,3,9,3,4,2,5,7,2,2,NA,NA,NA,NA,1
40000,48,1,2,NA,10,1,3,1,5,7,2,1,1,0,1,1000,3
62000,42,2,2,2,9,3,4,2,5,8,2,1,NA,NA,NA,1000,3
4000,70,2,3,5,14,4,4,2,5,3,3,2,NA,NA,NA,NA,1
0,72,2,5,NA,15,2,4,9,17,4,5,2,3,0,0,NA,1
29000,64,1,2,3,13,3,2,2,5,6,2,2,NA,NA,NA,NA,1
62000,60,1,2,5,12,4,4,1,5,8,2,2,NA,NA,NA,NA,3
0,86,1,5,NA,18,2,5,9,17,3,5,2,NA,NA,NA,NA,2
56000,38,2,2,2,8,3,4,2,5,8,2,1,NA,NA,NA,1000,3
0,79,1,5,5,16,5,3,9,17,7,5,2,NA,NA,NA,NA,2
0,63,2,5,NA,13,2,4,9,17,4,5,2,NA,NA,NA,NA,2
0,77,1,5,5,13,5,2,9,17,6,5,2,NA,NA,NA,NA,2
0,85,1,5,NA,17,2,4,9,17,6,5,2,NA,NA,NA,NA,2
0,23,2,4,NA,5,2,1,9,17,4,4,4,NA,NA,NA,420,5
62000,44,2,2,2,9,3,4,2,2,8,2,1,NA,NA,NA,960,2
43000,58,1,2,2,11,3,1,1,4,8,2,1,NA,NA,NA,1000,3
52000,47,1,2,3,9,3,4,1,5,8,3,1,NA,NA,NA,500,2
29000,38,2,3,1,8,3,4,2,5,7,3,4,NA,NA,NA,1000,3
0,50,2,10,NA,10,2,1,9,17,3,10,4,NA,NA,NA,420,3
0,72,1,5,5,16,5,5,9,17,4,5,2,NA,NA,NA,NA,2
0,72,1,5,NA,15,2,3,9,17,7,5,2,3,0,0,NA,1
0,69,2,5,NA,14,2,1,9,17,2,5,2,NA,NA,NA,NA,2
19000,66,1,3,3,13,3,4,2,5,6,3,1,NA,NA,NA,1000,2
12000,56,1,1,NA,12,1,6,4,12,4,1,4,NA,NA,NA,270,3
0,47,1,4,NA,10,2,6,9,17,NA,4,4,NA,NA,NA,240,2
44000,28,2,2,2,6,3,4,1,4,8,2,4,NA,NA,NA,750,2
46000,41,2,2,2,9,3,4,2,5,8,2,1,NA,NA,NA,1000,2
62000,45,1,2,2,8,3,4,1,1,8,2,1,NA,NA,NA,1000,2
38000,53,2,3,2,11,3,3,2,5,7,3,1,NA,NA,NA,500,1
0,67,2,5,NA,14,2,1,9,17,4,5,2,NA,NA,NA,NA,2
16000,28,1,2,4,6,4,1,4,2,6,4,4,NA,NA,NA,540,3
0,53,1,6,NA,11,2,4,9,17,5,6,4,1,0,0,360,2
0,72,1,5,5,15,5,5,9,17,4,5,4,NA,NA,NA,410,3
0,67,2,5,NA,14,2,1,2,5,NA,5,2,NA,NA,NA,NA,2
18000,40,1,2,NA,8,1,2,3,6,4,2,1,NA,NA,NA,400,2
38000,36,1,2,2,8,3,2,3,6,7,2,1,NA,NA,NA,500,3
42000,28,1,2,2,6,3,2,2,2,8,2,1,NA,NA,NA,500,1
38000,40,2,2,2,8,3,2,2,2,7,2,1,NA,NA,NA,480,2
19000,42,2,6,2,9,4,1,6,10,7,6,4,3,0,0,820,1
13000,71,2,3,NA,15,1,3,2,5,5,3,4,3,0,0,400,1
57000,60,1,1,2,12,3,4,1,3,8,1,2,NA,NA,NA,NA,1
62000,47,1,2,4,9,4,4,2,6,8,4,2,3,0,0,NA,1
44000,41,2,1,1,9,3,4,1,4,8,1,1,NA,NA,NA,430,2
24000,41,1,1,1,8,3,4,2,2,7,1,1,1,1,1,1000,3
54000,52,1,2,1,11,3,3,2,5,8,2,2,3,0,1,NA,1
0,68,2,5,NA,14,2,4,9,17,NA,5,2,3,0,0,NA,3
52000,54,1,2,2,11,3,4,2,2,8,2,2,NA,NA,NA,NA,1
0,73,2,5,NA,15,2,4,9,17,NA,5,2,3,0,0,NA,2
12000,56,1,4,1,12,4,4,1,5,3,4,2,NA,NA,NA,NA,2
0,77,2,5,NA,16,2,2,9,17,5,5,2,NA,NA,NA,NA,2
0,79,1,5,5,16,5,6,9,17,6,5,5,NA,NA,NA,NA,1
0,75,2,5,NA,15,2,5,9,17,2,5,4,NA,NA,NA,380,3
0,30,2,11,NA,6,2,1,6,10,7,11,4,NA,NA,NA,600,3
37000,45,2,2,8,9,4,6,1,4,7,2,1,NA,NA,NA,1000,2
26000,38,2,2,NA,8,1,4,1,4,6,2,2,NA,NA,NA,NA,3
62000,52,1,2,2,11,3,NA,1,4,8,2,1,3,1,0,500,3
0,86,1,5,NA,18,2,7,9,17,1,5,2,NA,NA,NA,NA,1
25000,29,1,2,2,6,3,4,3,6,7,2,1,1,1,0,840,2
61000,49,1,2,3,9,3,4,1,5,8,3,1,NA,NA,NA,500,2
42000,40,2,3,2,8,3,4,2,5,8,3,1,NA,NA,NA,720,3
0,73,1,5,5,14,5,5,9,17,8,5,2,NA,NA,NA,NA,1
40000,48,2,1,NA,10,1,4,1,3,7,1,2,NA,NA,NA,NA,2
0,82,2,5,NA,17,2,4,9,17,5,5,2,NA,NA,NA,NA,1
60000,42,1,2,3,9,3,4,2,12,8,3,1,NA,NA,NA,1000,2
27000,69,2,3,5,14,4,2,3,6,7,5,2,NA,NA,NA,NA,2
0,66,2,3,5,14,4,1,6,6,2,3,2,3,0,0,NA,3
0,71,1,5,NA,15,2,1,9,17,2,5,4,2,0,0,420,2
19000,68,2,2,NA,14,1,4,3,6,7,2,2,3,0,0,NA,3
51000,56,2,2,4,4,4,2,4,12,8,8,4,NA,NA,NA,720,2
0,77,2,5,NA,16,2,4,9,17,5,5,2,3,0,0,NA,3
47000,38,2,2,2,8,3,4,1,4,8,2,1,NA,NA,NA,450,3
26000,23,2,2,NA,5,1,4,1,4,6,2,4,NA,NA,NA,1000,3
58000,51,2,2,1,11,3,4,2,2,8,1,1,NA,NA,NA,250,3
38000,31,1,2,3,7,3,2,5,9,7,3,1,NA,NA,NA,560,2
14000,41,2,3,NA,9,1,4,2,5,5,3,2,NA,NA,NA,NA,1
24000,35,1,2,4,7,4,4,1,5,5,4,4,NA,NA,NA,700,2
0,66,2,5,5,14,5,5,9,17,3,5,2,NA,NA,NA,NA,3
0,86,2,5,NA,18,2,5,9,17,1,5,2,NA,NA,NA,NA,3
0,77,1,5,5,15,5,5,9,17,2,5,2,NA,NA,NA,NA,2
36000,39,2,2,NA,8,1,4,2,6,7,2,4,NA,NA,NA,820,2
48000,55,2,2,2,11,3,4,2,5,8,2,1,NA,NA,NA,1000,3
62000,56,1,2,3,12,3,1,2,5,8,3,2,NA,NA,NA,NA,2
48000,54,1,3,3,11,3,4,1,4,8,3,2,3,0,0,NA,1
0,35,2,4,NA,7,2,6,9,17,4,4,4,1,0,0,390,3
24000,56,1,1,NA,12,1,2,4,12,5,1,2,NA,NA,NA,NA,3
25000,59,1,2,3,11,3,2,2,2,6,3,1,NA,NA,NA,900,3
19000,45,1,1,NA,9,1,2,4,12,4,1,1,NA,NA,NA,380,3
36000,42,1,1,NA,9,1,1,4,2,7,1,1,NA,NA,NA,820,2
0,77,1,5,5,16,5,6,9,17,5,5,2,NA,NA,NA,NA,1
0,86,1,5,NA,18,2,3,9,17,8,5,2,NA,NA,NA,NA,1
50000,42,1,2,3,7,3,2,2,5,8,3,2,NA,NA,NA,NA,2
14000,42,1,2,4,9,4,4,1,1,4,4,2,3,0,0,NA,2
34000,30,2,2,2,6,3,4,2,6,7,2,1,NA,NA,NA,900,1
62000,40,2,2,2,9,3,4,2,5,8,2,1,NA,NA,NA,1000,1
19000,42,1,2,4,10,4,4,1,4,4,4,1,NA,NA,NA,600,3
0,80,2,5,NA,16,2,4,9,17,5,5,2,NA,NA,NA,NA,2
0,70,1,5,NA,14,2,4,9,17,7,5,2,3,0,0,NA,1
0,79,1,5,5,16,5,5,9,17,4,5,2,3,0,0,NA,2
0,73,1,5,NA,15,2,3,3,5,4,5,2,NA,NA,NA,NA,3
0,67,1,5,5,13,5,1,2,2,5,5,2,NA,NA,NA,NA,2
0,82,2,5,NA,17,2,1,9,17,4,5,2,3,0,0,NA,2
36000,61,1,2,NA,13,1,4,1,5,7,2,2,3,0,0,NA,1
50000,65,1,2,5,13,4,4,1,4,8,5,2,3,0,0,NA,1
0,78,2,5,5,16,5,1,9,17,3,5,1,2,1,0,240,2
5000,68,2,5,3,14,4,4,1,5,7,5,2,3,0,0,NA,1
0,79,1,5,5,16,5,3,9,17,5,5,2,NA,NA,NA,NA,1
46000,46,1,2,2,10,3,2,5,8,8,2,1,NA,NA,NA,330,2
0,66,1,5,5,14,5,6,9,17,2,5,1,NA,NA,NA,900,1
0,76,2,5,NA,16,2,4,9,17,3,5,2,NA,NA,NA,NA,1
38000,42,1,2,3,9,3,4,5,9,7,3,1,NA,NA,NA,430,3
18000,35,1,2,NA,7,1,2,2,5,4,2,1,NA,NA,NA,650,2
0,81,1,5,NA,17,2,4,9,17,5,5,1,NA,NA,NA,240,2
0,73,2,5,NA,15,2,3,9,17,4,5,2,NA,NA,NA,NA,1
30000,37,1,2,2,8,3,6,7,11,7,2,1,3,1,0,260,2
24000,59,2,2,2,12,3,4,6,10,5,2,4,NA,NA,NA,650,5
0,58,2,10,NA,12,2,2,7,7,5,10,4,NA,NA,NA,530,3
0,48,2,10,NA,10,2,3,9,17,2,10,4,1,0,0,810,4
0,61,1,5,5,13,5,2,3,6,4,5,2,NA,NA,NA,NA,1
44000,36,1,1,6,6,4,NA,1,5,8,6,1,3,1,0,830,1
2000,72,2,5,NA,15,2,4,5,8,3,5,2,3,0,0,NA,2
62000,44,1,2,3,9,3,2,2,6,8,3,1,3,1,0,770,2
43000,44,1,2,2,9,3,3,1,1,8,2,1,3,1,0,880,3
62000,40,2,2,1,6,3,3,1,4,8,1,1,NA,NA,NA,1000,1
50000,44,2,2,1,9,3,2,3,6,8,1,1,NA,NA,NA,550,3
36000,34,1,2,4,7,4,4,2,12,7,2,1,NA,NA,NA,300,3
22000,44,2,3,6,9,4,4,1,4,5,3,2,3,0,0,NA,2
9000,53,2,3,NA,11,1,4,1,4,3,3,2,NA,NA,NA,NA,1
30000,34,1,2,3,7,3,4,2,5,8,3,2,NA,NA,NA,NA,1
52000,63,1,2,3,13,3,1,2,2,8,3,2,NA,NA,NA,NA,1
18000,46,1,2,NA,10,1,6,2,2,4,2,4,1,1,0,550,4
8000,63,2,3,NA,13,1,2,6,10,5,3,2,NA,NA,NA,NA,2
23000,58,2,2,2,12,3,5,7,11,5,2,4,1,1,0,400,3
0,66,1,5,5,14,5,4,2,5,8,5,2,NA,NA,NA,NA,1
31000,52,2,3,2,11,3,6,6,10,7,3,1,NA,NA,NA,840,3
0,61,2,5,5,13,5,1,2,5,5,5,2,NA,NA,NA,NA,1
0,54,2,11,4,12,5,1,9,17,4,4,4,NA,NA,NA,430,3
38000,53,1,2,2,9,3,5,6,10,8,2,2,NA,NA,NA,NA,1
12000,65,2,5,NA,13,2,1,1,4,7,5,2,3,0,0,NA,1
0,64,1,5,5,13,5,4,1,5,7,5,2,NA,NA,NA,NA,2
42000,41,1,2,2,9,3,4,2,5,8,2,1,1,1,0,850,2
20000,51,2,2,NA,11,1,1,3,6,4,2,4,NA,NA,NA,480,3
0,67,2,5,5,14,5,4,9,17,6,5,2,3,0,0,NA,1
24000,58,1,2,NA,12,1,1,6,10,5,2,2,3,0,0,NA,2
31000,45,1,2,3,10,3,6,6,10,7,3,2,NA,NA,NA,NA,2
0,82,2,5,NA,17,2,6,9,17,3,5,4,NA,NA,NA,400,3
0,67,1,5,NA,14,2,6,9,17,3,5,4,NA,NA,NA,360,3
54000,42,1,2,2,9,3,4,2,2,8,2,4,3,0,0,380,1
61000,42,1,1,2,9,3,1,4,13,8,2,2,NA,NA,NA,NA,2
0,86,2,5,NA,18,2,6,9,17,5,5,4,NA,NA,NA,390,1
0,67,1,5,5,14,5,1,6,9,7,5,2,NA,NA,NA,NA,1
20000,51,1,2,NA,11,1,2,6,10,5,2,2,3,0,0,NA,2
16000,65,1,2,NA,13,1,6,7,15,4,2,1,NA,NA,NA,340,2
14000,21,1,8,NA,5,2,2,2,5,3,8,5,1,0,0,NA,3
